,Airline name,Departure city,Arrival city,Departure time,Arrival time,Total stops,Price
317,IndiGo,Mumbai,Bengaluru,00:05,03:45,1 stop via Goa,"₹ 7,991"
318,AirAsia,Mumbai,Chennai,13:05,16:30,1 stop via Bengaluru,"₹ 5,940"
319,Spicejet,Mumbai,Chennai,06:00,08:00,Non stop,"₹ 5,942"
320,Spicejet,Mumbai,Chennai,19:30,21:20,Non stop,"₹ 5,942"
321,Go First,Mumbai,Chennai,20:15,22:20,Non stop,"₹ 5,942"
322,Go First,Mumbai,Chennai,19:15,01:15,1 stop via Ahmedabad,"₹ 5,942"
323,IndiGo,Mumbai,Chennai,04:35,06:30,Non stop,"₹ 5,943"
324,IndiGo,Mumbai,Chennai,10:30,12:30,Non stop,"₹ 5,943"
325,IndiGo,Mumbai,Chennai,15:15,17:10,Non stop,"₹ 5,943"
326,IndiGo,Mumbai,Chennai,16:25,18:15,Non stop,"₹ 5,943"
327,Vistara,Mumbai,Chennai,17:50,19:55,Non stop,"₹ 5,943"
328,IndiGo,Mumbai,Chennai,19:30,21:35,Non stop,"₹ 5,943"
329,Vistara,Mumbai,Chennai,21:00,23:05,Non stop,"₹ 5,943"
330,IndiGo,Mumbai,Chennai,21:25,23:15,Non stop,"₹ 5,943"
331,IndiGo,Mumbai,Chennai,04:50,10:25,1 stop via Bengaluru,"₹ 5,943"
332,Vistara,Mumbai,Chennai,06:45,08:50,Non stop,"₹ 6,363"
333,IndiGo,Mumbai,Chennai,01:15,08:20,1 stop via Bengaluru,"₹ 6,573"
334,Vistara,Mumbai,Chennai,09:45,11:50,Non stop,"₹ 6,993"
335,Air India,Mumbai,Chennai,09:00,10:55,Non stop,"₹ 7,623"
336,Spicejet,Mumbai,Chennai,11:15,18:25,1 stop via Goa,"₹ 7,935"
337,Spicejet,Mumbai,Kolkata,06:00,20:50,1 stop via Chennai,"₹ 7,340"
338,Go First,Mumbai,Kolkata,05:00,07:30,Non stop,"₹ 7,412"
339,Spicejet,Mumbai,Kolkata,06:15,08:55,Non stop,"₹ 7,412"
340,Spicejet,Mumbai,Kolkata,18:40,21:25,Non stop,"₹ 7,412"
341,Go First,Mumbai,Kolkata,21:00,23:35,Non stop,"₹ 7,412"
342,Go First,Mumbai,Kolkata,05:45,11:35,1 stop via Jaipur,"₹ 7,412"
343,Air India,Mumbai,Kolkata,06:10,08:50,Non stop,"₹ 7,413"
344,IndiGo,Mumbai,Kolkata,12:55,15:35,Non stop,"₹ 7,413"
345,Vistara,Mumbai,Kolkata,14:05,16:55,Non stop,"₹ 7,413"
346,IndiGo,Mumbai,Kolkata,21:40,23:45,Non stop,"₹ 7,413"
347,IndiGo,Mumbai,Kolkata,23:00,01:30,Non stop,"₹ 7,413"
348,Air India,Mumbai,Kolkata,07:55,12:10,1 stop via Patna,"₹ 7,413"
349,IndiGo,Mumbai,Kolkata,06:30,09:05,Non stop,"₹ 7,833"
350,Vistara,Mumbai,Kolkata,07:00,09:40,Non stop,"₹ 7,833"
351,IndiGo,Mumbai,Kolkata,06:15,13:20,1 stop via Hyderabad,"₹ 8,059"
352,AirAsia,Mumbai,Kolkata,13:05,19:15,"2 stop via Bengaluru,Bhubaneswar","₹ 8,059"
353,Vistara,Mumbai,Kolkata,17:20,19:55,Non stop,"₹ 8,253"
354,IndiGo,Mumbai,Kolkata,07:40,10:15,Non stop,"₹ 8,673"
355,IndiGo,Mumbai,Kolkata,09:20,17:25,1 stop via Patna,"₹ 8,705"
356,Air India,Mumbai,Kolkata,20:30,23:15,Non stop,"₹ 13,608"
357,AirAsia,Mumbai,Hyderabad,13:05,17:45,1 stop via Bengaluru,"₹ 4,261"
358,IndiGo,Mumbai,Hyderabad,06:15,07:35,Non stop,"₹ 4,263"
359,Vistara,Mumbai,Hyderabad,06:20,07:50,Non stop,"₹ 4,263"
360,IndiGo,Mumbai,Hyderabad,17:10,18:35,Non stop,"₹ 4,263"
361,IndiGo,Mumbai,Hyderabad,18:30,19:55,Non stop,"₹ 4,263"
362,Vistara,Mumbai,Hyderabad,19:20,20:55,Non stop,"₹ 4,263"
363,IndiGo,Mumbai,Hyderabad,19:55,21:25,Non stop,"₹ 4,263"
364,IndiGo,Mumbai,Hyderabad,16:20,17:40,Non stop,"₹ 4,578"
365,IndiGo,Mumbai,Hyderabad,12:45,14:05,Non stop,"₹ 4,736"
366,IndiGo,Mumbai,Hyderabad,06:50,08:30,Non stop,"₹ 5,471"
367,AirAsia,Mumbai,Hyderabad,21:20,08:45,1 stop via Bengaluru,"₹ 6,349"
368,AirAsia,Mumbai,Kochi,13:05,20:55,1 stop via Bengaluru,"₹ 5,941"
369,AirAsia,Mumbai,Kochi,21:20,07:00,1 stop via Bengaluru,"₹ 5,941"
370,Go First,Mumbai,Kochi,05:10,07:10,Non stop,"₹ 5,942"
371,Go First,Mumbai,Kochi,17:15,19:25,Non stop,"₹ 5,942"
372,IndiGo,Mumbai,Kochi,11:15,13:10,Non stop,"₹ 5,943"
373,IndiGo,Mumbai,Kochi,16:10,18:05,Non stop,"₹ 5,943"
374,Air India,Mumbai,Kochi,18:10,20:15,Non stop,"₹ 5,943"
375,IndiGo,Mumbai,Kochi,19:10,21:05,Non stop,"₹ 5,943"
376,IndiGo,Mumbai,Kochi,04:50,10:55,1 stop via Bengaluru,"₹ 5,943"
377,Go First,Mumbai,Ahmedabad,19:15,20:25,Non stop,"₹ 4,262"
378,Go First,Mumbai,Ahmedabad,22:40,00:05,Non stop,"₹ 4,262"
379,IndiGo,Mumbai,Ahmedabad,00:10,01:20,Non stop,"₹ 4,263"
380,Air India,Mumbai,Ahmedabad,18:15,19:35,Non stop,"₹ 4,263"
381,IndiGo,Mumbai,Ahmedabad,19:15,20:30,Non stop,"₹ 4,736"
382,IndiGo,Mumbai,Ahmedabad,20:15,21:25,Non stop,"₹ 4,736"
383,IndiGo,Mumbai,Ahmedabad,17:30,18:35,Non stop,"₹ 5,103"
384,IndiGo,Mumbai,Ahmedabad,13:45,14:55,Non stop,"₹ 8,358"
385,Go First,Mumbai,Ahmedabad,15:20,22:15,1 stop via Goa,"₹ 8,883"
386,IndiGo,Mumbai,Ahmedabad,06:35,07:50,Non stop,"₹ 8,988"
387,Go First,Mumbai,Ahmedabad,09:25,10:45,Non stop,"₹ 9,302"
388,Go First,Mumbai,Ahmedabad,16:20,22:15,1 stop via Goa,"₹ 9,933"
389,Go First,Mumbai,Ahmedabad,08:00,09:15,Non stop,"₹ 10,878"
390,Go First,Mumbai,Ahmedabad,09:55,17:05,1 stop via New Delhi,"₹ 11,113"
391,Vistara,Mumbai,Ahmedabad,12:15,19:40,"2 stop via Udaipur,New Delhi","₹ 11,675"
392,Go First,Mumbai,Pune,19:00,07:30,1 stop via Nagpur,"₹ 8,869"
393,Go First,Mumbai,Pune,06:05,13:20,1 stop via Bengaluru,"₹ 9,723"
394,Go First,Mumbai,Pune,14:35,20:15,1 stop via Bengaluru,"₹ 9,723"
395,Go First,Mumbai,Pune,22:50,06:50,1 stop via Bengaluru,"₹ 9,723"
396,Go First,Mumbai,Pune,20:20,06:50,1 stop via Bengaluru,"₹ 9,723"
397,Go First,Mumbai,Pune,09:55,18:40,1 stop via New Delhi,"₹ 11,377"
398,Go First,Mumbai,Pune,08:00,18:40,1 stop via New Delhi,"₹ 11,377"
399,Go First,Mumbai,Pune,06:00,18:40,1 stop via New Delhi,"₹ 11,377"
400,Go First,Mumbai,Pune,13:30,22:00,1 stop via New Delhi,"₹ 11,377"
401,Vistara,Mumbai,Pune,22:45,08:05,1 stop via New Delhi,"₹ 11,508"
402,Vistara,Mumbai,Pune,21:55,08:05,1 stop via New Delhi,"₹ 11,508"
403,Vistara,Mumbai,Pune,17:35,22:55,1 stop via New Delhi,"₹ 12,243"
404,Vistara,Mumbai,Pune,15:45,22:55,1 stop via New Delhi,"₹ 12,243"
405,Vistara,Mumbai,Pune,14:40,22:55,1 stop via New Delhi,"₹ 12,243"
406,Vistara,Mumbai,Pune,10:25,16:20,1 stop via New Delhi,"₹ 12,558"
407,Vistara,Mumbai,Pune,08:45,16:20,1 stop via New Delhi,"₹ 12,558"
408,Vistara,Mumbai,Pune,12:25,19:35,1 stop via New Delhi,"₹ 13,083"
409,Vistara,Mumbai,Pune,11:55,19:35,1 stop via New Delhi,"₹ 13,083"
410,Air India,Mumbai,Pune,10:00,18:10,1 stop via New Delhi,"₹ 19,698"
411,IndiGo,Bengaluru,New Delhi,08:55,15:20,1 stop via Jaipur,"₹ 7,434"
412,Go First,Bengaluru,New Delhi,07:40,10:30,Non stop,"₹ 7,487"
413,Go First,Bengaluru,New Delhi,21:30,00:20,Non stop,"₹ 7,487"
414,IndiGo,Bengaluru,New Delhi,04:40,07:35,Non stop,"₹ 7,488"
415,Spicejet,Bengaluru,New Delhi,05:55,08:40,Non stop,"₹ 7,488"
416,IndiGo,Bengaluru,New Delhi,06:40,09:30,Non stop,"₹ 7,488"
417,IndiGo,Bengaluru,New Delhi,07:50,10:50,Non stop,"₹ 7,488"
418,IndiGo,Bengaluru,New Delhi,09:30,12:15,Non stop,"₹ 7,488"
419,IndiGo,Bengaluru,New Delhi,11:55,14:50,Non stop,"₹ 7,488"
420,IndiGo,Bengaluru,New Delhi,14:00,16:45,Non stop,"₹ 7,488"
421,IndiGo,Bengaluru,New Delhi,16:30,19:20,Non stop,"₹ 7,488"
422,IndiGo,Bengaluru,New Delhi,17:50,20:45,Non stop,"₹ 7,488"
423,IndiGo,Bengaluru,New Delhi,19:15,22:10,Non stop,"₹ 7,488"
424,IndiGo,Bengaluru,New Delhi,20:10,23:10,Non stop,"₹ 7,488"
425,Spicejet,Bengaluru,New Delhi,21:55,00:35,Non stop,"₹ 7,488"
426,IndiGo,Bengaluru,New Delhi,23:35,02:30,Non stop,"₹ 7,488"
427,Air India,Bengaluru,New Delhi,05:45,08:45,Non stop,"₹ 7,489"
428,AirAsia,Bengaluru,New Delhi,06:10,08:55,Non stop,"₹ 7,489"
429,Vistara,Bengaluru,New Delhi,07:00,09:40,Non stop,"₹ 7,489"
430,Vistara,Bengaluru,New Delhi,08:00,10:40,Non stop,"₹ 7,489"
431,Vistara,Bengaluru,New Delhi,09:45,12:40,Non stop,"₹ 7,489"
432,Air India,Bengaluru,New Delhi,10:25,13:00,Non stop,"₹ 7,489"
433,AirAsia,Bengaluru,New Delhi,11:20,14:05,Non stop,"₹ 7,489"
434,Vistara,Bengaluru,New Delhi,11:30,14:10,Non stop,"₹ 7,489"
435,Air India,Bengaluru,New Delhi,17:20,20:20,Non stop,"₹ 7,489"
436,Vistara,Bengaluru,New Delhi,17:50,20:30,Non stop,"₹ 7,489"
437,Vistara,Bengaluru,New Delhi,18:50,21:35,Non stop,"₹ 7,489"
438,Vistara,Bengaluru,New Delhi,19:40,22:25,Non stop,"₹ 7,489"
439,Air India,Bengaluru,New Delhi,21:00,23:55,Non stop,"₹ 7,489"
440,Vistara,Bengaluru,New Delhi,21:10,23:45,Non stop,"₹ 7,489"
441,AirAsia,Bengaluru,New Delhi,22:10,01:00,Non stop,"₹ 7,489"
442,AirAsia,Bengaluru,New Delhi,16:25,01:10,"2 stop via Hyderabad,Visakhapatnam","₹ 7,804"
443,Go First,Bengaluru,Mumbai,15:45,19:40,1 stop via Goa,"₹ 5,158"
444,AirAsia,Bengaluru,Mumbai,22:10,06:35,1 stop via New Delhi,"₹ 5,176"
445,Go First,Bengaluru,Mumbai,05:45,07:20,Non stop,"₹ 5,177"
446,Go First,Bengaluru,Mumbai,08:10,09:50,Non stop,"₹ 5,177"
447,Go First,Bengaluru,Mumbai,20:30,22:20,Non stop,"₹ 5,177"
448,Go First,Bengaluru,Mumbai,22:00,23:55,Non stop,"₹ 5,177"
449,Go First,Bengaluru,Mumbai,06:30,11:00,1 stop via Ahmedabad,"₹ 5,177"
450,IndiGo,Bengaluru,Mumbai,04:30,06:10,Non stop,"₹ 5,178"
451,IndiGo,Bengaluru,Mumbai,06:00,07:50,Non stop,"₹ 5,178"
452,IndiGo,Bengaluru,Mumbai,07:00,08:50,Non stop,"₹ 5,178"
453,IndiGo,Bengaluru,Mumbai,08:05,09:55,Non stop,"₹ 5,178"
454,IndiGo,Bengaluru,Mumbai,19:35,21:35,Non stop,"₹ 5,178"
455,IndiGo,Bengaluru,Mumbai,21:15,23:15,Non stop,"₹ 5,178"
456,IndiGo,Bengaluru,Mumbai,22:40,00:35,Non stop,"₹ 5,178"
457,IndiGo,Bengaluru,Mumbai,07:20,11:35,1 stop via Mangalore,"₹ 5,178"
458,AirAsia,Bengaluru,Mumbai,05:35,07:15,Non stop,"₹ 5,179"
459,Vistara,Bengaluru,Mumbai,06:40,08:15,Non stop,"₹ 5,179"
460,Air India,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 5,179"
461,Vistara,Bengaluru,Mumbai,18:25,20:15,Non stop,"₹ 5,179"
462,AirAsia,Bengaluru,Mumbai,18:50,20:35,Non stop,"₹ 5,179"
463,Vistara,Bengaluru,Mumbai,19:00,20:45,Non stop,"₹ 5,179"
464,Air India,Bengaluru,Mumbai,19:10,21:05,Non stop,"₹ 5,179"
465,Vistara,Bengaluru,Mumbai,19:55,21:50,Non stop,"₹ 5,179"
466,Vistara,Bengaluru,Mumbai,21:40,23:25,Non stop,"₹ 5,179"
467,IndiGo,Bengaluru,Mumbai,18:00,19:50,Non stop,"₹ 5,283"
468,IndiGo,Bengaluru,Mumbai,10:30,12:25,Non stop,"₹ 5,388"
469,IndiGo,Bengaluru,Mumbai,12:40,14:30,Non stop,"₹ 5,546"
470,IndiGo,Bengaluru,Mumbai,16:50,18:35,Non stop,"₹ 5,546"
471,IndiGo,Bengaluru,Mumbai,13:35,17:45,1 stop via Goa,"₹ 5,635"
472,IndiGo,Bengaluru,Mumbai,12:45,17:45,1 stop via Goa,"₹ 5,635"
473,Vistara,Bengaluru,Mumbai,08:30,10:15,Non stop,"₹ 6,597"
474,IndiGo,Bengaluru,Mumbai,07:05,11:35,1 stop via Chennai,"₹ 7,005"
475,Vistara,Bengaluru,Mumbai,19:55,23:00,1 stop via Hyderabad,"₹ 8,224"
476,Vistara,Bengaluru,Mumbai,09:30,11:25,Non stop,"₹ 17,478"
477,Spicejet,Bengaluru,Chennai,05:40,07:00,Non stop,"₹ 3,497"
478,IndiGo,Bengaluru,Chennai,07:05,08:20,Non stop,"₹ 3,498"
479,IndiGo,Bengaluru,Chennai,09:10,10:25,Non stop,"₹ 3,498"
480,IndiGo,Bengaluru,Chennai,10:55,12:00,Non stop,"₹ 3,498"
481,IndiGo,Bengaluru,Chennai,14:50,15:55,Non stop,"₹ 3,498"
482,IndiGo,Bengaluru,Chennai,15:45,17:00,Non stop,"₹ 3,498"
483,IndiGo,Bengaluru,Chennai,22:55,23:45,Non stop,"₹ 3,498"
484,Air India,Bengaluru,Chennai,11:50,12:50,Non stop,"₹ 3,499"
485,AirAsia,Bengaluru,Chennai,15:35,16:30,Non stop,"₹ 3,499"
486,AirAsia,Bengaluru,Chennai,16:15,17:25,Non stop,"₹ 3,499"
487,IndiGo,Bengaluru,Chennai,18:15,19:15,Non stop,"₹ 5,021"
488,Air India,Bengaluru,Chennai,18:50,08:00,1 stop via Hyderabad,"₹ 8,224"
489,AirAsia,Bengaluru,Kolkata,05:10,12:00,1 stop via Bagdogra,"₹ 5,176"
490,Spicejet,Bengaluru,Kolkata,05:55,08:30,Non stop,"₹ 5,177"
491,Go First,Bengaluru,Kolkata,11:30,14:00,Non stop,"₹ 5,177"
492,Go First,Bengaluru,Kolkata,20:25,22:45,Non stop,"₹ 5,177"
493,Go First,Bengaluru,Kolkata,22:00,03:40,1 stop via Pune,"₹ 5,177"
494,IndiGo,Bengaluru,Kolkata,03:30,06:10,Non stop,"₹ 5,178"
495,IndiGo,Bengaluru,Kolkata,15:15,17:45,Non stop,"₹ 5,178"
496,IndiGo,Bengaluru,Kolkata,18:00,20:40,Non stop,"₹ 5,178"
497,IndiGo,Bengaluru,Kolkata,20:05,22:45,Non stop,"₹ 5,178"
498,IndiGo,Bengaluru,Kolkata,21:45,00:10,Non stop,"₹ 5,178"
499,IndiGo,Bengaluru,Kolkata,23:25,01:55,Non stop,"₹ 5,178"
500,Air India,Bengaluru,Kolkata,05:45,08:20,Non stop,"₹ 5,179"
501,AirAsia,Bengaluru,Kolkata,06:30,09:00,Non stop,"₹ 5,179"
502,AirAsia,Bengaluru,Kolkata,23:10,01:35,Non stop,"₹ 5,179"
503,IndiGo,Bengaluru,Kolkata,08:00,15:45,"2 stop via Guwahati,Agartala","₹ 5,463"
504,Spicejet,Bengaluru,Kolkata,17:25,19:55,Non stop,"₹ 5,493"
505,IndiGo,Bengaluru,Kolkata,06:35,09:15,Non stop,"₹ 5,703"
506,IndiGo,Bengaluru,Kolkata,11:45,14:25,Non stop,"₹ 5,703"
507,IndiGo,Bengaluru,Kolkata,14:50,20:15,1 stop via Chennai,"₹ 5,756"
508,IndiGo,Bengaluru,Kolkata,08:40,11:20,Non stop,"₹ 5,913"
509,AirAsia,Bengaluru,Kolkata,15:40,23:10,1 stop via Bhubaneswar,"₹ 6,091"
510,IndiGo,Bengaluru,Kolkata,13:05,19:40,1 stop via Ranchi,"₹ 6,552"
511,IndiGo,Bengaluru,Kolkata,13:15,15:50,Non stop,"₹ 6,753"
512,AirAsia,Bengaluru,Kolkata,07:35,12:55,1 stop via Hyderabad,"₹ 7,462"
513,Star Air,Bengaluru,Hyderabad,07:05,08:05,Non stop,"₹ 4,337"
514,Go First,Bengaluru,Hyderabad,07:40,21:50,1 stop via New Delhi,"₹ 4,337"
515,Go First,Bengaluru,Hyderabad,21:30,09:30,1 stop via New Delhi,"₹ 4,337"
516,IndiGo,Bengaluru,Hyderabad,09:20,10:40,Non stop,"₹ 4,338"
517,IndiGo,Bengaluru,Hyderabad,10:15,11:30,Non stop,"₹ 4,338"
518,Spicejet,Bengaluru,Hyderabad,11:15,12:55,Non stop,"₹ 4,338"
519,IndiGo,Bengaluru,Hyderabad,13:05,14:15,Non stop,"₹ 4,338"
520,IndiGo,Bengaluru,Hyderabad,16:20,17:50,Non stop,"₹ 4,338"
521,IndiGo,Bengaluru,Hyderabad,19:20,20:25,Non stop,"₹ 4,338"
522,IndiGo,Bengaluru,Hyderabad,20:15,21:30,Non stop,"₹ 4,338"
523,IndiGo,Bengaluru,Hyderabad,21:55,23:10,Non stop,"₹ 4,338"
524,IndiGo,Bengaluru,Hyderabad,23:45,01:00,Non stop,"₹ 4,338"
525,AirAsia,Bengaluru,Hyderabad,07:35,08:45,Non stop,"₹ 4,339"
526,AirAsia,Bengaluru,Hyderabad,14:30,15:35,Non stop,"₹ 4,339"
527,AirAsia,Bengaluru,Hyderabad,16:25,17:45,Non stop,"₹ 4,339"
528,Air India,Bengaluru,Hyderabad,18:50,20:15,Non stop,"₹ 4,339"
529,Vistara,Bengaluru,Hyderabad,19:55,20:55,Non stop,"₹ 4,339"
530,IndiGo,Bengaluru,Hyderabad,07:10,08:20,Non stop,"₹ 4,548"
531,Air India,Bengaluru,Hyderabad,06:40,21:05,1 stop via Mysore,"₹ 5,509"
532,Air India,Bengaluru,Kochi,06:40,09:10,1 stop via Mysore,"₹ 2,292"
533,IndiGo,Bengaluru,Kochi,05:50,07:00,Non stop,"₹ 3,498"
534,IndiGo,Bengaluru,Kochi,09:50,10:55,Non stop,"₹ 3,498"
535,IndiGo,Bengaluru,Kochi,21:25,22:35,Non stop,"₹ 3,498"
536,AirAsia,Bengaluru,Kochi,05:40,07:00,Non stop,"₹ 3,499"
537,AirAsia,Bengaluru,Kochi,19:45,20:55,Non stop,"₹ 3,499"
538,AirAsia,Bengaluru,Kochi,21:40,22:50,Non stop,"₹ 3,499"
539,IndiGo,Bengaluru,Kochi,12:25,13:35,Non stop,"₹ 3,603"
540,IndiGo,Bengaluru,Kochi,19:40,20:50,Non stop,"₹ 9,693"
541,Go First,Bengaluru,Kochi,08:10,19:25,1 stop via Mumbai,"₹ 10,605"
542,Go First,Bengaluru,Ahmedabad,06:30,08:40,Non stop,"₹ 6,017"
543,Go First,Bengaluru,Ahmedabad,18:50,20:55,Non stop,"₹ 6,017"
544,IndiGo,Bengaluru,Ahmedabad,05:15,07:35,Non stop,"₹ 6,018"
545,IndiGo,Bengaluru,Ahmedabad,16:45,19:05,Non stop,"₹ 6,018"
546,IndiGo,Bengaluru,Ahmedabad,18:35,20:45,Non stop,"₹ 6,018"
547,IndiGo,Bengaluru,Ahmedabad,20:55,23:10,Non stop,"₹ 6,018"
548,IndiGo,Bengaluru,Ahmedabad,07:05,14:00,1 stop via Chennai,"₹ 6,018"
549,IndiGo,Bengaluru,Ahmedabad,10:35,12:50,Non stop,"₹ 7,056"
550,IndiGo,Bengaluru,Ahmedabad,19:50,01:00,1 stop via Goa,"₹ 8,496"
551,Go First,Bengaluru,Pune,05:40,06:50,Non stop,"₹ 5,177"
552,Spicejet,Bengaluru,Pune,10:20,11:55,Non stop,"₹ 5,177"
553,Go First,Bengaluru,Pune,11:50,13:20,Non stop,"₹ 5,177"
554,Go First,Bengaluru,Pune,18:45,20:15,Non stop,"₹ 5,177"
555,Go First,Bengaluru,Pune,22:00,23:25,Non stop,"₹ 5,177"
556,Spicejet,Bengaluru,Pune,11:15,14:50,1 stop via Hyderabad,"₹ 5,177"
557,IndiGo,Bengaluru,Pune,02:40,04:15,Non stop,"₹ 5,178"
558,IndiGo,Bengaluru,Pune,05:15,06:45,Non stop,"₹ 5,178"
559,IndiGo,Bengaluru,Pune,11:20,13:00,Non stop,"₹ 5,178"
560,IndiGo,Bengaluru,Pune,17:25,18:45,Non stop,"₹ 5,178"
561,IndiGo,Bengaluru,Pune,20:20,21:50,Non stop,"₹ 5,178"
562,IndiGo,Bengaluru,Pune,23:00,00:30,Non stop,"₹ 5,178"
563,IndiGo,Bengaluru,Pune,22:55,04:55,1 stop via Chennai,"₹ 5,178"
564,AirAsia,Bengaluru,Pune,12:50,14:25,Non stop,"₹ 5,179"
565,IndiGo,Bengaluru,Pune,14:25,23:00,1 stop via Coimbatore,"₹ 5,546"
566,IndiGo,Chennai,New Delhi,05:25,10:50,1 stop via Bengaluru,"₹ 5,849"
567,IndiGo,Chennai,New Delhi,06:10,09:00,Non stop,"₹ 7,352"
568,IndiGo,Chennai,New Delhi,08:35,11:25,Non stop,"₹ 7,352"
569,IndiGo,Chennai,New Delhi,10:40,13:35,Non stop,"₹ 7,352"
570,IndiGo,Chennai,New Delhi,14:15,17:00,Non stop,"₹ 7,352"
571,IndiGo,Chennai,New Delhi,16:15,19:10,Non stop,"₹ 7,352"
572,IndiGo,Chennai,New Delhi,18:15,21:00,Non stop,"₹ 7,352"
573,IndiGo,Chennai,New Delhi,19:40,22:25,Non stop,"₹ 7,352"
574,Spicejet,Chennai,New Delhi,21:40,00:25,Non stop,"₹ 7,352"
575,IndiGo,Chennai,New Delhi,22:25,01:15,Non stop,"₹ 7,352"
576,Go First,Chennai,New Delhi,13:45,20:25,1 stop via Mumbai,"₹ 7,352"
577,Air India,Chennai,New Delhi,06:05,08:50,Non stop,"₹ 7,353"
578,Vistara,Chennai,New Delhi,06:55,09:45,Non stop,"₹ 7,353"
579,Air India,Chennai,New Delhi,09:55,13:00,Non stop,"₹ 7,353"
580,Vistara,Chennai,New Delhi,10:45,13:30,Non stop,"₹ 7,353"
581,Vistara,Chennai,New Delhi,17:10,19:55,Non stop,"₹ 7,353"
582,Air India,Chennai,New Delhi,20:20,23:10,Non stop,"₹ 7,353"
583,Vistara,Chennai,New Delhi,21:05,23:55,Non stop,"₹ 7,353"
584,AirAsia,Chennai,New Delhi,16:35,22:55,1 stop via Kolkata,"₹ 7,353"
585,Air India,Chennai,New Delhi,17:00,19:50,Non stop,"₹ 9,558"
586,Spicejet,Chennai,Mumbai,15:10,06:40,1 stop via Goa,"₹ 5,356"
587,Spicejet,Chennai,Mumbai,06:25,08:20,Non stop,"₹ 5,881"
588,Go First,Chennai,Mumbai,13:45,15:40,Non stop,"₹ 5,881"
589,Spicejet,Chennai,Mumbai,21:50,23:50,Non stop,"₹ 5,881"
590,Go First,Chennai,Mumbai,06:40,12:30,1 stop via Ahmedabad,"₹ 5,881"
591,IndiGo,Chennai,Mumbai,04:45,06:35,Non stop,"₹ 5,882"
592,IndiGo,Chennai,Mumbai,07:05,09:05,Non stop,"₹ 5,882"
593,IndiGo,Chennai,Mumbai,09:40,11:35,Non stop,"₹ 5,882"
594,IndiGo,Chennai,Mumbai,13:10,15:05,Non stop,"₹ 5,882"
595,IndiGo,Chennai,Mumbai,17:50,19:45,Non stop,"₹ 5,882"
596,IndiGo,Chennai,Mumbai,18:50,20:45,Non stop,"₹ 5,882"
597,IndiGo,Chennai,Mumbai,19:55,22:10,Non stop,"₹ 5,882"
598,IndiGo,Chennai,Mumbai,22:15,00:20,Non stop,"₹ 5,882"
599,IndiGo,Chennai,Mumbai,17:35,23:15,1 stop via Bengaluru,"₹ 5,882"
600,Air India,Chennai,Mumbai,06:20,08:05,Non stop,"₹ 5,883"
601,Vistara,Chennai,Mumbai,07:00,09:00,Non stop,"₹ 5,883"
602,Vistara,Chennai,Mumbai,09:45,11:40,Non stop,"₹ 5,883"
603,Vistara,Chennai,Mumbai,12:30,14:30,Non stop,"₹ 5,883"
604,Vistara,Chennai,Mumbai,20:30,22:35,Non stop,"₹ 5,883"
605,IndiGo,Chennai,Mumbai,08:25,15:40,1 stop via Kochi,"₹ 6,370"
606,Air India,Chennai,Mumbai,16:05,18:15,Non stop,"₹ 7,983"
607,IndiGo,Chennai,Mumbai,14:30,19:50,1 stop via Bengaluru,"₹ 8,140"
608,IndiGo,Chennai,Bengaluru,05:25,06:25,Non stop,"₹ 3,362"
609,IndiGo,Chennai,Bengaluru,13:05,14:10,Non stop,"₹ 3,362"
610,IndiGo,Chennai,Bengaluru,14:30,15:40,Non stop,"₹ 3,362"
611,IndiGo,Chennai,Bengaluru,16:30,17:35,Non stop,"₹ 3,362"
612,IndiGo,Chennai,Bengaluru,17:35,18:40,Non stop,"₹ 3,362"
613,IndiGo,Chennai,Bengaluru,20:50,22:00,Non stop,"₹ 3,362"
614,Air India,Chennai,Bengaluru,14:20,15:20,Non stop,"₹ 3,363"
615,AirAsia,Chennai,Bengaluru,22:35,23:45,Non stop,"₹ 3,363"
616,AirAsia,Chennai,Bengaluru,23:30,00:45,Non stop,"₹ 3,363"
617,Spicejet,Chennai,Bengaluru,20:00,21:10,Non stop,"₹ 3,571"
618,IndiGo,Chennai,Bengaluru,09:00,10:05,Non stop,"₹ 3,677"
619,Vistara,Chennai,Bengaluru,12:30,17:45,1 stop via Mumbai,"₹ 9,105"
620,Spicejet,Chennai,Kolkata,07:25,11:40,1 stop via Visakhapatnam,"₹ 5,040"
621,Spicejet,Chennai,Kolkata,18:25,20:50,Non stop,"₹ 5,041"
622,IndiGo,Chennai,Kolkata,17:55,20:15,Non stop,"₹ 5,042"
623,IndiGo,Chennai,Kolkata,19:50,22:00,Non stop,"₹ 5,042"
624,IndiGo,Chennai,Kolkata,21:05,23:15,Non stop,"₹ 5,042"
625,IndiGo,Chennai,Kolkata,06:50,16:55,1 stop via Visakhapatnam,"₹ 5,042"
626,IndiGo,Chennai,Kolkata,17:35,22:45,1 stop via Bengaluru,"₹ 5,042"
627,IndiGo,Chennai,Kolkata,16:30,22:45,1 stop via Bengaluru,"₹ 5,042"
628,IndiGo,Chennai,Kolkata,14:30,22:45,1 stop via Bengaluru,"₹ 5,042"
629,IndiGo,Chennai,Kolkata,13:05,22:45,1 stop via Bengaluru,"₹ 5,042"
630,IndiGo,Chennai,Kolkata,22:45,06:05,1 stop via Hyderabad,"₹ 5,042"
